592,"Odontologia (Odontopediatria) [Sp-Capital]"
593,"Tecnologia Bioquímico-Farmacêutica"
594,"Farmácia (Análises Clínicas)"
595,"Toxicologia e Análises Toxicológicas"
596,"Fármacos e Medicamentos [Sp-Capital]"
597,"Toxicologia"
598,"Enfermagem"
599,"Educação Física"
600,"Administração"
601,"Controladoria e Contabilidade"
602,"Ciências da Comunicação"
603,"Arquitetura e Urbanismo [Sp-Capital]"
604,"Nutrição Animal"
605,"Anatomia dos Animais Domésticos"
606,"Ciência dos Alimentos [Sp-Capital]"
607,"Lingüística"
608,"Letras (Língua e Literatura Italiana)"
609,"Letras (Língua e Literatura Alemã)"
610,"Letras (Letras Clássicas)"
611,"Filologia e Língua Portuguesa"
612,"Letras (Língua e Literatura Francesa)"
613,"Estudos Linguísticos e Literários em Inglês"
614,"Literatura Brasileira"
615,"Letras (Literatura Portuguesa)"
616,"Letras (Teoria Literária e Literatura Comparada)"
617,"Letras (Língua Espanhola e Literaturas Espanhola e Hispano-Americana)"
618,"Artes"
619,"Ortopedia e Traumatologia"
620,"Ecologia"
621,"Nefrologia"
622,"Pneumologia"
623,"Direito"
624,"Enfermagem (Interunidades)"
625,"Imunologia [Sp-Capital]"
626,"Oftalmologia [Sp-Capital]"
627,"Epidemiologia Experimental Aplicada A Zoonoses"
628,"Meteorologia"
629,"Cardiologia"
630,"Geociências (Recursos Minerais e Hidrogeologia)"
631,"Geociências (Geoquímica e Geotectônica)"
632,"Geociências (Geologia Sedimentar)"
633,"Urologia"
634,"Engenharia Civil [Sp-Capital]"
635,"Engenharia Mineral"
636,"Anestesiologia"
637,"Radiologia"
638,"Integração da América Latina"
639,"Língua Hebraica, Literatura e Cultura Judaica"
640,"Odontologia (Endodontia) [Sp-Capital]"
641,"Odontologia (Periodontia) [Sp-Capital]"
642,"Odontologia (Diagnóstico Bucal) [Sp-Capital]"
643,"Odontologia (Patologia Bucal) [Sp-Capital]"
644,"Odontologia (Prótese Dentária)"
645,"Odontologia (Dentística) [Sp-Capital]"
646,"Odontologia (Clínica Integrada)"
647,"Ciência Ambiental"
648,"Odontologia (Materiais Dentários)"
649,"Interunidades em Energia"
650,"Clínica Veterinária"
651,"Arqueologia"
652,"Ciências (Medicina Legal)"
653,"Medicina (Cirurgia do Aparelho Digestivo)"
654,"Oncologia"
655,"Medicina Veterinária"
656,"Biotecnologia"
657,"Medicina (Cirurgia Torácica e Cardiovascular)"
