311,"São Joaquim do Ituquara","PA"
312,"Cametá","PA"
313,"Areião","PA"
314,"Carapajó","PA"
315,"Curuçambaba","PA"
316,"Januacoeli","PA"
317,"Juaba","PA"
318,"Moiraba","PA"
319,"Vila do Carmo do Tocantins","PA"
320,"Igarapé-Miri","PA"
321,"Maiauatá","PA"
322,"Limoeiro do Ajuru","PA"
323,"Mocajuba","PA"
324,"São Pedro de Viseu","PA"
325,"Oeiras do Pará","PA"
326,"Acará","PA"
327,"Guajará-Miri","PA"
328,"Jaguarari","PA"
329,"Concórdia do Pará","PA"
330,"Moju","PA"
331,"Cairari","PA"
332,"Tailândia","PA"
333,"Tomé-Açu","PA"
334,"Aurora do Pará","PA"
335,"Cachoeira do Piriá","PA"
336,"Capitão Poço","PA"
337,"Garrafão do Norte","PA"
338,"Ipixuna do Pará","PA"
339,"Irituia","PA"
340,"Mãe do Rio","PA"
341,"Nova Esperança do Piriá","PA"
342,"Ourém","PA"
343,"Santa Luzia do Pará","PA"
344,"São Domingos do Capim","PA"
345,"São Miguel do Guamá","PA"
346,"Caju","PA"
347,"Urucuri","PA"
348,"Urucuriteua","PA"
349,"Viseu","PA"
350,"Fernandes Belo","PA"
351,"São José do Gurupi","PA"
352,"São José do Piriá","PA"
353,"Aveiro","PA"
354,"Brasília Legal","PA"
355,"Pinhel","PA"
356,"Itaituba","PA"
357,"Jacareacanga","PA"
358,"Porto Rico","PA"
359,"Novo Progresso","PA"
360,"Rurópolis","PA"
361,"Trairão","PA"
362,"Altamira","PA"
363,"Anapu","PA"
364,"Brasil Novo","PA"
365,"Medicilândia","PA"
366,"União da Floresta","PA"
367,"Pacajá","PA"
368,"Senador José Porfírio","PA"
369,"Uruará","PA"
370,"Vitória do Xingu","PA"
371,"Breu Branco","PA"
372,"Itupiranga","PA"
373,"Jacundá","PA"
374,"Nova Ipixuna","PA"
375,"Novo Repartimento","PA"
376,"Tucuruí","PA"
377,"Abel Figueiredo","PA"
378,"Bom Jesus do Tocantins","PA"
379,"Dom Eliseu","PA"
380,"Goianésia do Pará","PA"
381,"Paragominas","PA"
382,"Rondon do Pará","PA"
383,"Ulianópolis","PA"
384,"Bannach","PA"
385,"Cumaru do Norte","PA"
386,"Ourilândia do Norte","PA"
387,"São Félix do Xingu","PA"
388,"Tucumã","PA"
389,"Água Azul do Norte","PA"
390,"Canaã dos Carajás","PA"
391,"Curionópolis","PA"
